INFO,SDATE,DISCHARGE
HARP INFLOW #3A,5/18/1994 0:00:00,6.79
HARP INFLOW #3A,5/19/1994 0:00:00,5.58
HARP INFLOW #3A,5/20/1994 0:00:00,4.55
HARP INFLOW #3A,5/21/1994 0:00:00,3.89
HARP INFLOW #3A,5/22/1994 0:00:00,3.24
HARP INFLOW #3A,5/23/1994 0:00:00,2.88
HARP INFLOW #3A,5/24/1994 0:00:00,2.56
HARP INFLOW #3A,5/25/1994 0:00:00,2.54
HARP INFLOW #3A,5/26/1994 0:00:00,4.56
HARP INFLOW #3A,5/27/1994 0:00:00,4.39
HARP INFLOW #3A,5/28/1994 0:00:00,3.88
HARP INFLOW #3A,5/29/1994 0:00:00,3.39
HARP INFLOW #3A,5/30/1994 0:00:00,3.61
HARP INFLOW #3A,5/31/1994 0:00:00,3.99
HARP INFLOW #3A,6/1/1994 0:00:00,3.87
HARP INFLOW #3A,6/2/1994 0:00:00,3.35
HARP INFLOW #3A,6/3/1994 0:00:00,2.72
HARP INFLOW #3A,6/4/1994 0:00:00,2.19
HARP INFLOW #3A,6/5/1994 0:00:00,1.82
HARP INFLOW #3A,6/6/1994 0:00:00,3.84
HARP INFLOW #3A,6/7/1994 0:00:00,4.2
HARP INFLOW #3A,6/8/1994 0:00:00,3.34
HARP INFLOW #3A,6/9/1994 0:00:00,2.53
HARP INFLOW #3A,6/10/1994 0:00:00,1.9
HARP INFLOW #3A,6/11/1994 0:00:00,1.55
HARP INFLOW #3A,6/12/1994 0:00:00,1.25
HARP INFLOW #3A,6/13/1994 0:00:00,2.98
HARP INFLOW #3A,6/14/1994 0:00:00,4.05
HARP INFLOW #3A,6/15/1994 0:00:00,2.64
HARP INFLOW #3A,6/16/1994 0:00:00,1.76
HARP INFLOW #3A,6/17/1994 0:00:00,1.18
HARP INFLOW #3A,6/18/1994 0:00:00,0.89
HARP INFLOW #3A,6/19/1994 0:00:00,0.6
HARP INFLOW #3A,6/20/1994 0:00:00,0.51
HARP INFLOW #3A,6/21/1994 0:00:00,0.45
HARP INFLOW #3A,6/22/1994 0:00:00,0.36
HARP INFLOW #3A,6/23/1994 0:00:00,0.34
HARP INFLOW #3A,6/24/1994 0:00:00,0.35
HARP INFLOW #3A,6/25/1994 0:00:00,1.96
HARP INFLOW #3A,6/26/1994 0:00:00,1.46
HARP INFLOW #3A,6/27/1994 0:00:00,1.06
HARP INFLOW #3A,6/28/1994 0:00:00,0.78
HARP INFLOW #3A,6/29/1994 0:00:00,2.13
HARP INFLOW #3A,6/30/1994 0:00:00,2.78
HARP INFLOW #3A,7/1/1994 0:00:00,2.98
HARP INFLOW #3A,7/2/1994 0:00:00,6.43
HARP INFLOW #3A,7/3/1994 0:00:00,2.83
HARP INFLOW #3A,7/4/1994 0:00:00,1.69
HARP INFLOW #3A,7/5/1994 0:00:00,3.08
HARP INFLOW #3A,7/6/1994 0:00:00,2.45
HARP INFLOW #3A,7/7/1994 0:00:00,1.72
HARP INFLOW #3A,7/8/1994 0:00:00,5.25
HARP INFLOW #3A,7/9/1994 0:00:00,7
HARP INFLOW #3A,7/10/1994 0:00:00,4.39
HARP INFLOW #3A,7/11/1994 0:00:00,2.86
HARP INFLOW #3A,7/12/1994 0:00:00,2.7
HARP INFLOW #3A,7/13/1994 0:00:00,1.91
HARP INFLOW #3A,7/14/1994 0:00:00,1.35
HARP INFLOW #3A,7/15/1994 0:00:00,1.43
HARP INFLOW #3A,7/16/1994 0:00:00,1.24
HARP INFLOW #3A,7/17/1994 0:00:00,0.88
HARP INFLOW #3A,7/18/1994 0:00:00,0.67
HARP INFLOW #3A,7/19/1994 0:00:00,0.51
HARP INFLOW #3A,7/20/1994 0:00:00,0.43
HARP INFLOW #3A,7/21/1994 0:00:00,0.93
HARP INFLOW #3A,7/22/1994 0:00:00,3.61
HARP INFLOW #3A,7/23/1994 0:00:00,4.76
HARP INFLOW #3A,7/24/1994 0:00:00,2.38
HARP INFLOW #3A,7/25/1994 0:00:00,1.59
HARP INFLOW #3A,7/26/1994 0:00:00,3.36
HARP INFLOW #3A,7/27/1994 0:00:00,2.02
HARP INFLOW #3A,7/28/1994 0:00:00,1.24
HARP INFLOW #3A,7/29/1994 0:00:00,0.97
HARP INFLOW #3A,7/30/1994 0:00:00,0.92
HARP INFLOW #3A,7/31/1994 0:00:00,0.78
HARP INFLOW #3A,8/1/1994 0:00:00,0.64
HARP INFLOW #3A,8/2/1994 0:00:00,0.53
HARP INFLOW #3A,8/3/1994 0:00:00,0.41
HARP INFLOW #3A,8/4/1994 0:00:00,2
HARP INFLOW #3A,8/5/1994 0:00:00,1.22
HARP INFLOW #3A,8/6/1994 0:00:00,0.78
HARP INFLOW #3A,8/7/1994 0:00:00,0.57
HARP INFLOW #3A,8/8/1994 0:00:00,0.4
HARP INFLOW #3A,8/9/1994 0:00:00,0.39
HARP INFLOW #3A,8/10/1994 0:00:00,0.32
HARP INFLOW #3A,8/11/1994 0:00:00,0.22
HARP INFLOW #3A,8/12/1994 0:00:00,0.2
HARP INFLOW #3A,8/13/1994 0:00:00,0.2
HARP INFLOW #3A,8/14/1994 0:00:00,0.19
HARP INFLOW #3A,8/15/1994 0:00:00,0.18
HARP INFLOW #3A,8/16/1994 0:00:00,0.17
HARP INFLOW #3A,8/17/1994 0:00:00,0.16
HARP INFLOW #3A,8/18/1994 0:00:00,0.15
HARP INFLOW #3A,8/19/1994 0:00:00,0.14
HARP INFLOW #3A,8/20/1994 0:00:00,0.17
HARP INFLOW #3A,8/21/1994 0:00:00,0.5
HARP INFLOW #3A,8/22/1994 0:00:00,0.18
HARP INFLOW #3A,8/23/1994 0:00:00,0.12
HARP INFLOW #3A,8/24/1994 0:00:00,0.16
HARP INFLOW #3A,8/25/1994 0:00:00,0.64
HARP INFLOW #3A,8/26/1994 0:00:00,1.43
HARP INFLOW #3A,8/27/1994 0:00:00,0.82
HARP INFLOW #3A,8/28/1994 0:00:00,1.27
HARP INFLOW #3A,8/29/1994 0:00:00,0.51
HARP INFLOW #3A,8/30/1994 0:00:00,0.29
HARP INFLOW #3A,8/31/1994 0:00:00,2.34
HARP INFLOW #3A,9/1/1994 0:00:00,1.21
HARP INFLOW #3A,9/2/1994 0:00:00,0.7
HARP INFLOW #3A,9/3/1994 0:00:00,0.44
HARP INFLOW #3A,9/4/1994 0:00:00,0.25
HARP INFLOW #3A,9/5/1994 0:00:00,0.2
HARP INFLOW #3A,9/6/1994 0:00:00,0.19
HARP INFLOW #3A,9/7/1994 0:00:00,0.2
HARP INFLOW #3A,9/8/1994 0:00:00,0.19
HARP INFLOW #3A,9/9/1994 0:00:00,0.16
HARP INFLOW #3A,9/10/1994 0:00:00,0.15
HARP INFLOW #3A,9/11/1994 0:00:00,0.14
HARP INFLOW #3A,9/12/1994 0:00:00,0.14
HARP INFLOW #3A,9/13/1994 0:00:00,0.16
HARP INFLOW #3A,9/14/1994 0:00:00,0.18
HARP INFLOW #3A,9/15/1994 0:00:00,0.18
HARP INFLOW #3A,9/16/1994 0:00:00,0.27
HARP INFLOW #3A,9/17/1994 0:00:00,0.19
HARP INFLOW #3A,9/18/1994 0:00:00,0.16
HARP INFLOW #3A,9/19/1994 0:00:00,0.17
HARP INFLOW #3A,9/20/1994 0:00:00,0.13
HARP INFLOW #3A,9/21/1994 0:00:00,0.13
HARP INFLOW #3A,9/22/1994 0:00:00,0.12
HARP INFLOW #3A,9/23/1994 0:00:00,0.11
HARP INFLOW #3A,9/24/1994 0:00:00,0.1
HARP INFLOW #3A,9/25/1994 0:00:00,0.11
HARP INFLOW #3A,9/26/1994 0:00:00,0.64
HARP INFLOW #3A,9/27/1994 0:00:00,0.57
HARP INFLOW #3A,9/28/1994 0:00:00,2.1
HARP INFLOW #3A,9/29/1994 0:00:00,1.65
HARP INFLOW #3A,9/30/1994 0:00:00,1.09
HARP INFLOW #3A,10/1/1994 0:00:00,0.77
HARP INFLOW #3A,10/2/1994 0:00:00,0.57
HARP INFLOW #3A,10/3/1994 0:00:00,0.46
HARP INFLOW #3A,10/4/1994 0:00:00,0.38
HARP INFLOW #3A,10/5/1994 0:00:00,0.36
HARP INFLOW #3A,10/6/1994 0:00:00,0.36
HARP INFLOW #3A,10/7/1994 0:00:00,0.36
HARP INFLOW #3A,10/8/1994 0:00:00,0.36
HARP INFLOW #3A,10/9/1994 0:00:00,1.31
HARP INFLOW #3A,10/10/1994 0:00:00,0.93
HARP INFLOW #3A,10/11/1994 0:00:00,0.62
HARP INFLOW #3A,10/12/1994 0:00:00,0.56
HARP INFLOW #3A,10/13/1994 0:00:00,0.54
HARP INFLOW #3A,10/14/1994 0:00:00,0.51
HARP INFLOW #3A,10/15/1994 0:00:00,0.49
HARP INFLOW #3A,10/16/1994 0:00:00,0.45
HARP INFLOW #3A,10/17/1994 0:00:00,0.4
HARP INFLOW #3A,10/18/1994 0:00:00,0.93
HARP INFLOW #3A,10/19/1994 0:00:00,2.07
HARP INFLOW #3A,10/20/1994 0:00:00,2.6
HARP INFLOW #3A,10/21/1994 0:00:00,2.07
HARP INFLOW #3A,10/22/1994 0:00:00,1.6
HARP INFLOW #3A,10/23/1994 0:00:00,1.45
HARP INFLOW #3A,10/24/1994 0:00:00,1.58
HARP INFLOW #3A,10/25/1994 0:00:00,10.6
HARP INFLOW #3A,10/26/1994 0:00:00,14
HARP INFLOW #3A,10/27/1994 0:00:00,6.67
HARP INFLOW #3A,10/28/1994 0:00:00,4.73
HARP INFLOW #3A,10/29/1994 0:00:00,4.42
HARP INFLOW #3A,10/30/1994 0:00:00,4.84
HARP INFLOW #3A,10/31/1994 0:00:00,3.97
HARP INFLOW #3A,11/1/1994 0:00:00,9.6
HARP INFLOW #3A,11/2/1994 0:00:00,8.08
HARP INFLOW #3A,11/3/1994 0:00:00,5.37
HARP INFLOW #3A,11/4/1994 0:00:00,8.4
HARP INFLOW #3A,11/5/1994 0:00:00,15.1
HARP INFLOW #3A,11/6/1994 0:00:00,29.3
HARP INFLOW #3A,11/7/1994 0:00:00,15
HARP INFLOW #3A,11/8/1994 0:00:00,8.72
HARP INFLOW #3A,11/9/1994 0:00:00,6.59
HARP INFLOW #3A,11/10/1994 0:00:00,5.28
HARP INFLOW #3A,11/11/1994 0:00:00,4.52
HARP INFLOW #3A,11/12/1994 0:00:00,3.95
HARP INFLOW #3A,11/13/1994 0:00:00,3.66
HARP INFLOW #3A,11/14/1994 0:00:00,3.53
HARP INFLOW #3A,11/15/1994 0:00:00,3.17
HARP INFLOW #3A,11/16/1994 0:00:00,2.86
HARP INFLOW #3A,11/17/1994 0:00:00,2.63
HARP INFLOW #3A,11/18/1994 0:00:00,2.58
HARP INFLOW #3A,11/19/1994 0:00:00,2.32
HARP INFLOW #3A,11/20/1994 0:00:00,2.09
HARP INFLOW #3A,11/21/1994 0:00:00,3.73
HARP INFLOW #3A,11/22/1994 0:00:00,5.18
HARP INFLOW #3A,11/23/1994 0:00:00,4.1
HARP INFLOW #3A,11/24/1994 0:00:00,3.14
HARP INFLOW #3A,11/25/1994 0:00:00,3.03
HARP INFLOW #3A,11/26/1994 0:00:00,2.62
HARP INFLOW #3A,11/27/1994 0:00:00,2.29
HARP INFLOW #3A,11/28/1994 0:00:00,3.43
HARP INFLOW #3A,11/29/1994 0:00:00,3.74
HARP INFLOW #3A,11/30/1994 0:00:00,3.36
HARP INFLOW #3A,12/1/1994 0:00:00,3.11
HARP INFLOW #3A,12/2/1994 0:00:00,3.02
HARP INFLOW #3A,12/3/1994 0:00:00,3.67
HARP INFLOW #3A,12/4/1994 0:00:00,5.6
HARP INFLOW #3A,12/5/1994 0:00:00,18.2
HARP INFLOW #3A,12/6/1994 0:00:00,20.6
HARP INFLOW #3A,12/7/1994 0:00:00,9.8
HARP INFLOW #3A,12/8/1994 0:00:00,5.6
HARP INFLOW #3A,12/9/1994 0:00:00,4.28
HARP INFLOW #3A,12/10/1994 0:00:00,4.22
HARP INFLOW #3A,12/11/1994 0:00:00,3.88
HARP INFLOW #3A,12/12/1994 0:00:00,3.21
HARP INFLOW #3A,12/13/1994 0:00:00,2.96
HARP INFLOW #3A,12/14/1994 0:00:00,2.67
HARP INFLOW #3A,12/15/1994 0:00:00,2.4
HARP INFLOW #3A,12/16/1994 0:00:00,2.36
HARP INFLOW #3A,12/17/1994 0:00:00,2.4
HARP INFLOW #3A,12/18/1994 0:00:00,2.36
HARP INFLOW #3A,12/19/1994 0:00:00,2.2
HARP INFLOW #3A,12/20/1994 0:00:00,2.12
HARP INFLOW #3A,12/21/1994 0:00:00,2
HARP INFLOW #3A,12/22/1994 0:00:00,1.9
HARP INFLOW #3A,12/23/1994 0:00:00,1.8
HARP INFLOW #3A,12/24/1994 0:00:00,1.7
HARP INFLOW #3A,12/25/1994 0:00:00,1.61
HARP INFLOW #3A,12/26/1994 0:00:00,1.56
HARP INFLOW #3A,12/27/1994 0:00:00,1.53
HARP INFLOW #3A,12/28/1994 0:00:00,1.5
HARP INFLOW #3A,12/29/1994 0:00:00,1.3
HARP INFLOW #3A,12/30/1994 0:00:00,1.05
HARP INFLOW #3A,12/31/1994 0:00:00,1.14
HARP INFLOW #3A,1/1/1995 0:00:00,1.17
HARP INFLOW #3A,1/2/1995 0:00:00,1.18
HARP INFLOW #3A,1/3/1995 0:00:00,1.18
HARP INFLOW #3A,1/4/1995 0:00:00,1.16
HARP INFLOW #3A,1/5/1995 0:00:00,1.14
HARP INFLOW #3A,1/6/1995 0:00:00,1.1
HARP INFLOW #3A,1/7/1995 0:00:00,1.06
HARP INFLOW #3A,1/8/1995 0:00:00,1.02
HARP INFLOW #3A,1/9/1995 0:00:00,1
HARP INFLOW #3A,1/10/1995 0:00:00,0.99
HARP INFLOW #3A,1/11/1995 0:00:00,0.99
HARP INFLOW #3A,1/12/1995 0:00:00,1.13
HARP INFLOW #3A,1/13/1995 0:00:00,2.68
HARP INFLOW #3A,1/14/1995 0:00:00,4.65
HARP INFLOW #3A,1/15/1995 0:00:00,65.3
HARP INFLOW #3A,1/16/1995 0:00:00,29.6
HARP INFLOW #3A,1/17/1995 0:00:00,14.2
HARP INFLOW #3A,1/18/1995 0:00:00,8.37
HARP INFLOW #3A,1/19/1995 0:00:00,6.11
HARP INFLOW #3A,1/20/1995 0:00:00,6.02
HARP INFLOW #3A,1/21/1995 0:00:00,8.17
HARP INFLOW #3A,1/22/1995 0:00:00,7.1
HARP INFLOW #3A,1/23/1995 0:00:00,5.49
HARP INFLOW #3A,1/24/1995 0:00:00,4.77
HARP INFLOW #3A,1/25/1995 0:00:00,4.13
HARP INFLOW #3A,1/26/1995 0:00:00,3.36
HARP INFLOW #3A,1/27/1995 0:00:00,2.69
HARP INFLOW #3A,1/28/1995 0:00:00,2.16
HARP INFLOW #3A,1/29/1995 0:00:00,2.03
HARP INFLOW #3A,1/30/1995 0:00:00,2.11
HARP INFLOW #3A,1/31/1995 0:00:00,2.07
HARP INFLOW #3A,2/1/1995 0:00:00,1.98
HARP INFLOW #3A,2/2/1995 0:00:00,1.88
HARP INFLOW #3A,2/3/1995 0:00:00,1.66
HARP INFLOW #3A,2/4/1995 0:00:00,1.61
HARP INFLOW #3A,2/5/1995 0:00:00,1.35
HARP INFLOW #3A,2/6/1995 0:00:00,1.1
HARP INFLOW #3A,2/7/1995 0:00:00,1
HARP INFLOW #3A,2/8/1995 0:00:00,0.92
HARP INFLOW #3A,2/9/1995 0:00:00,0.92
HARP INFLOW #3A,2/10/1995 0:00:00,0.93
HARP INFLOW #3A,2/11/1995 0:00:00,0.91
HARP INFLOW #3A,2/12/1995 0:00:00,0.89
HARP INFLOW #3A,2/13/1995 0:00:00,0.87
HARP INFLOW #3A,2/14/1995 0:00:00,0.84
HARP INFLOW #3A,2/15/1995 0:00:00,0.82
HARP INFLOW #3A,2/16/1995 0:00:00,0.79
HARP INFLOW #3A,2/17/1995 0:00:00,0.8
HARP INFLOW #3A,2/18/1995 0:00:00,0.8
HARP INFLOW #3A,2/19/1995 0:00:00,0.81
HARP INFLOW #3A,2/20/1995 0:00:00,0.82
HARP INFLOW #3A,2/21/1995 0:00:00,0.8
HARP INFLOW #3A,2/22/1995 0:00:00,0.78
HARP INFLOW #3A,2/23/1995 0:00:00,0.75
HARP INFLOW #3A,2/24/1995 0:00:00,0.73
HARP INFLOW #3A,2/25/1995 0:00:00,0.7
HARP INFLOW #3A,2/26/1995 0:00:00,0.68
HARP INFLOW #3A,2/27/1995 0:00:00,0.66
HARP INFLOW #3A,2/28/1995 0:00:00,0.61
HARP INFLOW #3A,3/1/1995 0:00:00,0.6
HARP INFLOW #3A,3/2/1995 0:00:00,0.59
HARP INFLOW #3A,3/3/1995 0:00:00,0.57
HARP INFLOW #3A,3/4/1995 0:00:00,0.56
HARP INFLOW #3A,3/5/1995 0:00:00,0.55
HARP INFLOW #3A,3/6/1995 0:00:00,0.54
HARP INFLOW #3A,3/7/1995 0:00:00,2.94
HARP INFLOW #3A,3/8/1995 0:00:00,5.49
HARP INFLOW #3A,3/9/1995 0:00:00,3.4
HARP INFLOW #3A,3/10/1995 0:00:00,2.46
HARP INFLOW #3A,3/11/1995 0:00:00,2.09
HARP INFLOW #3A,3/12/1995 0:00:00,2.09
HARP INFLOW #3A,3/13/1995 0:00:00,3.14
HARP INFLOW #3A,3/14/1995 0:00:00,9.3
HARP INFLOW #3A,3/15/1995 0:00:00,23.2
HARP INFLOW #3A,3/16/1995 0:00:00,29.3
HARP INFLOW #3A,3/17/1995 0:00:00,18.8
HARP INFLOW #3A,3/18/1995 0:00:00,13
HARP INFLOW #3A,3/19/1995 0:00:00,12.9
HARP INFLOW #3A,3/20/1995 0:00:00,24
HARP INFLOW #3A,3/21/1995 0:00:00,30.7
HARP INFLOW #3A,3/22/1995 0:00:00,14.5
HARP INFLOW #3A,3/23/1995 0:00:00,11.1
HARP INFLOW #3A,3/24/1995 0:00:00,8.35
HARP INFLOW #3A,3/25/1995 0:00:00,7.24
HARP INFLOW #3A,3/26/1995 0:00:00,7.01
HARP INFLOW #3A,3/27/1995 0:00:00,6.56
HARP INFLOW #3A,3/28/1995 0:00:00,6.49
HARP INFLOW #3A,3/29/1995 0:00:00,6.44
HARP INFLOW #3A,3/30/1995 0:00:00,6.01
HARP INFLOW #3A,3/31/1995 0:00:00,4.92
HARP INFLOW #3A,4/1/1995 0:00:00,3.91
HARP INFLOW #3A,4/2/1995 0:00:00,3.52
HARP INFLOW #3A,4/3/1995 0:00:00,3.33
HARP INFLOW #3A,4/4/1995 0:00:00,3.51
HARP INFLOW #3A,4/5/1995 0:00:00,2.77
HARP INFLOW #3A,4/6/1995 0:00:00,2.35
HARP INFLOW #3A,4/7/1995 0:00:00,2.53
HARP INFLOW #3A,4/8/1995 0:00:00,2.98
HARP INFLOW #3A,4/9/1995 0:00:00,2.81
HARP INFLOW #3A,4/10/1995 0:00:00,2.72
HARP INFLOW #3A,4/11/1995 0:00:00,3.02
HARP INFLOW #3A,4/12/1995 0:00:00,5
HARP INFLOW #3A,4/13/1995 0:00:00,5.29
HARP INFLOW #3A,4/14/1995 0:00:00,4.31
HARP INFLOW #3A,4/15/1995 0:00:00,3.49
HARP INFLOW #3A,4/16/1995 0:00:00,3.09
HARP INFLOW #3A,4/17/1995 0:00:00,2.8
HARP INFLOW #3A,4/18/1995 0:00:00,2.93
HARP INFLOW #3A,4/19/1995 0:00:00,6.12
HARP INFLOW #3A,4/20/1995 0:00:00,4.72
HARP INFLOW #3A,4/21/1995 0:00:00,27.5
HARP INFLOW #3A,4/22/1995 0:00:00,18.4
HARP INFLOW #3A,4/23/1995 0:00:00,9.47
HARP INFLOW #3A,4/24/1995 0:00:00,6.83
HARP INFLOW #3A,4/25/1995 0:00:00,5.82
HARP INFLOW #3A,4/26/1995 0:00:00,5.1
HARP INFLOW #3A,4/27/1995 0:00:00,6.26
HARP INFLOW #3A,4/28/1995 0:00:00,7.91
HARP INFLOW #3A,4/29/1995 0:00:00,7.11
HARP INFLOW #3A,4/30/1995 0:00:00,6.04
HARP INFLOW #3A,5/1/1995 0:00:00,5.01
HARP INFLOW #3A,5/2/1995 0:00:00,4.43
HARP INFLOW #3A,5/3/1995 0:00:00,3.9
HARP INFLOW #3A,5/4/1995 0:00:00,3.5
HARP INFLOW #3A,5/5/1995 0:00:00,3.17
HARP INFLOW #3A,5/6/1995 0:00:00,2.89
HARP INFLOW #3A,5/7/1995 0:00:00,2.67
HARP INFLOW #3A,5/8/1995 0:00:00,2.48
HARP INFLOW #3A,5/9/1995 0:00:00,2.44
HARP INFLOW #3A,5/10/1995 0:00:00,4.31
HARP INFLOW #3A,5/11/1995 0:00:00,11.6
HARP INFLOW #3A,5/12/1995 0:00:00,8.09
HARP INFLOW #3A,5/13/1995 0:00:00,5.72
HARP INFLOW #3A,5/14/1995 0:00:00,6.05
HARP INFLOW #3A,5/15/1995 0:00:00,6.07
HARP INFLOW #3A,5/16/1995 0:00:00,5.08
HARP INFLOW #3A,5/17/1995 0:00:00,12.6
HARP INFLOW #3A,5/18/1995 0:00:00,9.95
HARP INFLOW #3A,5/19/1995 0:00:00,6.57
HARP INFLOW #3A,5/20/1995 0:00:00,5.6
HARP INFLOW #3A,5/21/1995 0:00:00,5.84
HARP INFLOW #3A,5/22/1995 0:00:00,4.73
HARP INFLOW #3A,5/23/1995 0:00:00,5.44
HARP INFLOW #3A,5/24/1995 0:00:00,10.7
HARP INFLOW #3A,5/25/1995 0:00:00,7.09
HARP INFLOW #3A,5/26/1995 0:00:00,5.3
HARP INFLOW #3A,5/27/1995 0:00:00,4.1
HARP INFLOW #3A,5/28/1995 0:00:00,4.36
HARP INFLOW #3A,5/29/1995 0:00:00,7.82
HARP INFLOW #3A,5/30/1995 0:00:00,6.34
HARP INFLOW #3A,5/31/1995 0:00:00,4.63
HARP INFLOW #3A,6/1/1995 0:00:00,3.62
HARP INFLOW #3A,6/2/1995 0:00:00,3.14
HARP INFLOW #3A,6/3/1995 0:00:00,4
HARP INFLOW #3A,6/4/1995 0:00:00,3.22
HARP INFLOW #3A,6/5/1995 0:00:00,2.55
HARP INFLOW #3A,6/6/1995 0:00:00,1.99
HARP INFLOW #3A,6/7/1995 0:00:00,1.66
HARP INFLOW #3A,6/8/1995 0:00:00,1.36
HARP INFLOW #3A,6/9/1995 0:00:00,0.99
HARP INFLOW #3A,6/10/1995 0:00:00,0.83
HARP INFLOW #3A,6/11/1995 0:00:00,0.95
HARP INFLOW #3A,6/12/1995 0:00:00,0.79
HARP INFLOW #3A,6/13/1995 0:00:00,0.51
HARP INFLOW #3A,6/14/1995 0:00:00,0.47
HARP INFLOW #3A,6/15/1995 0:00:00,0.36
HARP INFLOW #3A,6/16/1995 0:00:00,0.27
HARP INFLOW #3A,6/17/1995 0:00:00,0.21
HARP INFLOW #3A,6/18/1995 0:00:00,0.18
HARP INFLOW #3A,6/19/1995 0:00:00,0.18
HARP INFLOW #3A,6/20/1995 0:00:00,0.17
HARP INFLOW #3A,6/21/1995 0:00:00,0.16
HARP INFLOW #3A,6/22/1995 0:00:00,0.15
HARP INFLOW #3A,6/23/1995 0:00:00,0.15
HARP INFLOW #3A,6/24/1995 0:00:00,0.15
HARP INFLOW #3A,6/25/1995 0:00:00,2.53
HARP INFLOW #3A,6/26/1995 0:00:00,1.07
HARP INFLOW #3A,6/27/1995 0:00:00,0.39
HARP INFLOW #3A,6/28/1995 0:00:00,0.27
HARP INFLOW #3A,6/29/1995 0:00:00,24.03
HARP INFLOW #3A,6/30/1995 0:00:00,20.6
HARP INFLOW #3A,7/1/1995 0:00:00,8.08
HARP INFLOW #3A,7/2/1995 0:00:00,3.84
HARP INFLOW #3A,7/3/1995 0:00:00,2.52
HARP INFLOW #3A,7/4/1995 0:00:00,1.65
HARP INFLOW #3A,7/5/1995 0:00:00,3.97
HARP INFLOW #3A,7/6/1995 0:00:00,3.32
HARP INFLOW #3A,7/7/1995 0:00:00,3.91
HARP INFLOW #3A,7/8/1995 0:00:00,3.46
HARP INFLOW #3A,7/9/1995 0:00:00,5.62
HARP INFLOW #3A,7/10/1995 0:00:00,4.88
HARP INFLOW #3A,7/11/1995 0:00:00,2.8
HARP INFLOW #3A,7/12/1995 0:00:00,1.83
HARP INFLOW #3A,7/13/1995 0:00:00,1.25
HARP INFLOW #3A,7/14/1995 0:00:00,0.96
HARP INFLOW #3A,7/15/1995 0:00:00,13.1
HARP INFLOW #3A,7/16/1995 0:00:00,9.52
HARP INFLOW #3A,7/17/1995 0:00:00,10.3
HARP INFLOW #3A,7/18/1995 0:00:00,6.98
HARP INFLOW #3A,7/19/1995 0:00:00,4.3
HARP INFLOW #3A,7/20/1995 0:00:00,6.1
HARP INFLOW #3A,7/21/1995 0:00:00,3.83
HARP INFLOW #3A,7/22/1995 0:00:00,2.54
HARP INFLOW #3A,7/23/1995 0:00:00,12.6
HARP INFLOW #3A,7/24/1995 0:00:00,8.2
HARP INFLOW #3A,7/25/1995 0:00:00,4.37
HARP INFLOW #3A,7/26/1995 0:00:00,2.97
HARP INFLOW #3A,7/27/1995 0:00:00,1.9
HARP INFLOW #3A,7/28/1995 0:00:00,3.28
HARP INFLOW #3A,7/29/1995 0:00:00,4.63
HARP INFLOW #3A,7/30/1995 0:00:00,2.2
HARP INFLOW #3A,7/31/1995 0:00:00,1.46
HARP INFLOW #3A,8/1/1995 0:00:00,1.22
HARP INFLOW #3A,8/2/1995 0:00:00,1.03
HARP INFLOW #3A,8/3/1995 0:00:00,1.98
HARP INFLOW #3A,8/4/1995 0:00:00,3.29
HARP INFLOW #3A,8/5/1995 0:00:00,12
HARP INFLOW #3A,8/6/1995 0:00:00,8.65
HARP INFLOW #3A,8/7/1995 0:00:00,3.87
HARP INFLOW #3A,8/8/1995 0:00:00,2.37
HARP INFLOW #3A,8/9/1995 0:00:00,1.61
HARP INFLOW #3A,8/10/1995 0:00:00,1.17
HARP INFLOW #3A,8/11/1995 0:00:00,1.34
HARP INFLOW #3A,8/12/1995 0:00:00,0.88
HARP INFLOW #3A,8/13/1995 0:00:00,0.66
HARP INFLOW #3A,8/14/1995 0:00:00,0.78
HARP INFLOW #3A,8/15/1995 0:00:00,0.71
HARP INFLOW #3A,8/16/1995 0:00:00,0.44
HARP INFLOW #3A,8/17/1995 0:00:00,0.36
HARP INFLOW #3A,8/18/1995 0:00:00,0.28
HARP INFLOW #3A,8/19/1995 0:00:00,0.21
HARP INFLOW #3A,8/20/1995 0:00:00,0.19
HARP INFLOW #3A,8/21/1995 0:00:00,0.18
HARP INFLOW #3A,8/22/1995 0:00:00,0.17
HARP INFLOW #3A,8/23/1995 0:00:00,0.17
HARP INFLOW #3A,8/24/1995 0:00:00,0.16
HARP INFLOW #3A,8/25/1995 0:00:00,0.13
HARP INFLOW #3A,8/26/1995 0:00:00,0.11
HARP INFLOW #3A,8/27/1995 0:00:00,0.11
HARP INFLOW #3A,8/28/1995 0:00:00,0.08
HARP INFLOW #3A,8/29/1995 0:00:00,0.07
HARP INFLOW #3A,8/30/1995 0:00:00,0.06
HARP INFLOW #3A,8/31/1995 0:00:00,0.21
HARP INFLOW #3A,9/1/1995 0:00:00,0.18
HARP INFLOW #3A,9/2/1995 0:00:00,0.13
HARP INFLOW #3A,9/3/1995 0:00:00,0.12
HARP INFLOW #3A,9/4/1995 0:00:00,0.11
HARP INFLOW #3A,9/5/1995 0:00:00,0.09
HARP INFLOW #3A,9/6/1995 0:00:00,0.08
HARP INFLOW #3A,9/7/1995 0:00:00,0.7
HARP INFLOW #3A,9/8/1995 0:00:00,0.34
HARP INFLOW #3A,9/9/1995 0:00:00,0.17
HARP INFLOW #3A,9/10/1995 0:00:00,0.13
HARP INFLOW #3A,9/11/1995 0:00:00,0.08
HARP INFLOW #3A,9/12/1995 0:00:00,0.12
